chrom	start	end	name	strand	count_m	count_valid_m	percent_m
chr1	247518035	247518127	.	.	2666	4995	53.37337
chr1	247518227	247518370	.	.	7223	13216	54.653446
chr1	247518407	247518542	.	.	7310	13200	55.378788
chr1	247530943	247530973	.	.	2038	3608	56.485588
chr2	47470	47541	.	.	2017	3625	55.641376
chr2	176112	176341	.	.	2079	3649	56.974514
chr2	383344	383382	.	.	1824	3530	51.671387
chr2	556574	556664	.	.	1716	3475	49.381294
chr2	573854	574110	.	.	2265	3800	59.605263
chr2	1140423	1140486	.	.	2051	3717	55.17891
chr2	1366662	1366712	.	.	1913	3850	49.688313
chr2	1366843	1367080	.	.	3152	5983	52.682602
chr2	1477392	1477502	.	.	6487	11020	58.865696
chr2	1625397	1625582	.	.	2207	3689	59.82651
chr2	1798141	1798215	.	.	2310	4801	48.114975
chr2	1855230	1855278	.	.	2425	4580	52.947598
chr2	1865084	1865150	.	.	1829	3593	50.904537
chr2	1911090	1911318	.	.	2550	4992	51.08173
chr2	2837950	2838177	.	.	2053	3590	57.186626
chr2	3242244	3242370	.	.	782	1416	55.225986
chr2	3462814	3462893	.	.	1845	3279	56.267155
chr2	3595141	3595160	.	.	1986	3772	52.65111
chr2	4246650	4246941	.	.	2597	4777	54.364662
chr2	6923354	6923426	.	.	1621	2995	54.12354
chr2	7672369	7672596	.	.	2096	4109	51.009975
chr2	8377151	8377234	.	.	2325	4132	56.26815
chr2	8394018	8394188	.	.	1605	3297	48.68062
chr2	8692951	8693125	.	.	2011	3537	56.85609
chr2	9099351	9099608	.	.	2546	4227	60.231842
chr2	9411582	9411709	.	.	3620	5676	63.77731
chr2	9473795	9473871	.	.	2058	3968	51.86492
chr2	9739494	9739548	.	.	2441	5389	45.295975
chr2	9787099	9787138	.	.	2255	4556	49.49517
chr2	9787205	9787350	.	.	3102	5880	52.7551
chr2	10006512	10006557	.	.	4068	7677	52.98945
chr2	10042508	10042542	.	.	2309	3935	58.678524
chr2	10300895	10301406	.	.	2689	4520	59.49115
chr2	10400910	10401042	.	.	1521	2993	50.818573
chr2	10493623	10493694	.	.	1884	3710	50.781673
chr2	10498011	10498038	.	.	2207	4289	51.457214
chr2	10498149	10498247	.	.	2191	3742	58.551575
chr2	11154417	11154490	.	.	1940	3463	56.02079
chr2	13791806	13792746	.	.	2147	3581	59.95532
chr2	14863446	14863728	.	.	2188	3730	58.65952
chr2	16013886	16013973	.	.	2579	5151	50.067947
chr2	16014054	16014121	.	.	2487	4998	49.759903
chr2	16014172	16014223	.	.	2038	3553	57.359974
chr2	19887561	19887872	.	.	2645	4402	60.086323
chr2	20106761	20106785	.	.	2051	3745	54.766357
chr2	20106988	20107028	.	.	2104	3895	54.017975
chr2	20185615	20185763	.	.	1804	3418	52.7794
chr2	20617498	20617613	.	.	1800	3395	53.01915
chr2	20670099	20670164	.	.	1851	3473	53.296864
chr2	20670251	20670275	.	.	1624	3326	48.827423
chr2	20670542	20670562	.	.	1864	3464	53.810627
chr2	20670632	20670649	.	.	1654	3630	45.56474
chr2	20670839	20670869	.	.	1717	3561	48.216793
chr2	20671051	20671074	.	.	1655	3588	46.125977
chr2	20671388	20671435	.	.	1968	3412	57.678783
chr2	20671557	20671641	.	.	1924	3513	54.768
chr2	21044935	21045010	.	.	2105	3675	57.27891
chr2	22415096	22415601	.	.	2386	3755	63.541943
chr2	22970633	22970822	.	.	1912	3503	54.581787
chr2	23073895	23074561	.	.	2460	4208	58.460075
chr2	23390356	23390390	.	.	1686	3426	49.21191
chr2	23460730	23460801	.	.	1975	3782	52.221046
chr2	23663088	23663140	.	.	2039	3712	54.92996
chr2	24010662	24010725	.	.	2302	3813	60.372414
chr2	24011094	24011151	.	.	2329	3864	60.274326
chr2	24174788	24174833	.	.	2442	4526	53.95493
chr2	24402854	24402898	.	.	3548	6587	53.86367
chr2	24874151	24874222	.	.	1971	3445	57.213356
chr2	25161115	25161311	.	.	7261	13249	54.804134
chr2	26172204	26172309	.	.	4323	6952	62.183548
chr2	26242843	26243046	.	.	6346	11976	52.98931
chr2	26558362	26558511	.	.	2860	5087	56.22174
chr2	26563074	26563187	.	.	2919	5535	52.73713
chr2	26728148	26728166	.	.	1964	4285	45.834305
chr2	26728191	26728235	.	.	2783	5821	47.809654
chr2	26728598	26728771	.	.	2794	5531	50.515278
chr2	27078545	27078969	.	.	7114	14464	49.18418
chr2	27079012	27079128	.	.	2365	4712	50.191
chr2	27442260	27442295	.	.	2027	4220	48.033176
chr2	27442340	27442449	.	.	5091	10197	49.92645
chr2	27442463	27442546	.	.	3417	6605	51.733536
chr2	27442579	27442661	.	.	3518	6247	56.31503
chr2	29189085	29189358	.	.	2123	3721	57.054554
chr2	29275613	29275702	.	.	1750	3388	51.65289
chr2	29495137	29495385	.	.	1902	3510	54.188038
chr2	29548465	29548672	.	.	2372	4105	57.78319
chr2	31581590	31581631	.	.	1940	3847	50.4289
chr2	31803753	31803805	.	.	3271	5302	61.6937
chr2	31803821	31803858	.	.	1972	3827	51.528614
chr2	31803937	31803999	.	.	2594	4484	57.850136
chr2	33134928	33134999	.	.	2498	4417	56.554222
chr2	33358852	33358933	.	.	2117	3692	57.340195
chr2	33477430	33477572	.	.	1721	3423	50.27754
chr2	34601729	34602542	.	.	2092	3658	57.18972
chr2	37535319	37536329	.	.	12589	20692	60.83994
chr2	39243955	39244106	.	.	9366	14627	64.03227
chr2	41715687	41715872	.	.	2117	4115	51.44593
chr2	42652187	42652462	.	.	2042	3758	54.337414
chr2	43055187	43055301	.	.	1694	3198	52.970608
chr2	43100692	43100829	.	.	2902	4933	58.8283
chr2	43100864	43100915	.	.	4386	7608	57.649845
chr2	43100955	43100984	.	.	2871	5598	51.28617
chr2	43101123	43101257	.	.	5458	9603	56.836403
chr2	44800553	44800742	.	.	2227	4633	48.068207
chr2	45170645	45170772	.	.	2999	6058	49.504787
chr2	47344434	47344516	.	.	3022	4824	62.645107
chr2	47344549	47344726	.	.	3183	4980	63.915665
chr2	47439377	47439442	.	.	1909	3971	48.073532
chr2	47521802	47521846	.	.	2007	3614	55.534035
chr2	47572128	47572299	.	.	1712	3560	48.08989
chr2	47752917	47753094	.	.	2517	4678	53.805046
chr2	55129795	55129865	.	.	2414	4424	54.566
chr2	56719752	56720185	.	.	2554	4721	54.09871
chr2	60353605	60353731	.	.	1568	3141	49.920406
chr2	60479880	60480055	.	.	1771	3565	49.67742
chr2	60505673	60505876	.	.	2034	3724	54.61869
chr2	62195238	62195280	.	.	1977	3732	52.974277
chr2	62310436	62310570	.	.	1798	3560	50.50562
chr2	64061398	64061522	.	.	2353	4044	58.184963
chr2	64505034	64505215	.	.	1894	3348	56.571083
chr2	64969681	64970110	.	.	8953	15580	57.464703
chr2	65566773	65566963	.	.	3516	6173	56.95772
chr2	66421325	66421665	.	.	2044	3510	58.23362
chr2	66427362	66427592	.	.	2148	4051	53.023945
chr2	69200404	69201439	.	.	1832	3468	52.82584
chr2	69648496	69648680	.	.	2155	3874	55.62726
chr2	69948810	69948854	.	.	2861	5023	56.957996
chr2	70134766	70134926	.	.	1846	3571	51.694202
chr2	70664635	70664704	.	.	2300	3721	61.81134
chr2	71694846	71695051	.	.	2144	3731	57.464485
chr2	71893703	71893840	.	.	2214	3733	59.30887
chr2	72130720	72130808	.	.	1748	3610	48.42105
chr2	73986203	73986430	.	.	2500	4275	58.47953
chr2	74101740	74101768	.	.	1909	3304	57.778446
chr2	74131979	74132162	.	.	2207	3590	61.476326
chr2	74882145	74882236	.	.	1888	3406	55.43159
chr2	77090846	77090891	.	.	2316	3918	59.111794
chr2	82089441	82089910	.	.	2896	4941	58.611618
chr2	84240517	84241019	.	.	4064	6356	63.939583
chr2	84951059	84951231	.	.	2216	3764	58.87354
chr2	85353913	85354050	.	.	2577	4853	53.101177
chr2	85549648	85549994	.	.	1999	3504	57.04909
chr2	85661247	85661347	.	.	2064	3446	59.895535
chr2	85711497	85711603	.	.	1864	3474	53.655727
chr2	85811411	85811539	.	.	3466	6050	57.289253
chr2	86189955	86190186	.	.	1961	3738	52.46121
chr2	86973377	86973617	.	.	4235	7140	59.31373
chr2	87796302	87796542	.	.	3827	7307	52.374435
chr2	88187026	88187205	.	.	2017	3509	57.480766
chr2	88866631	88866714	.	.	2083	3629	57.39873
chr2	89586066	89586098	.	.	4055	7116	56.984264
chr2	89648943	89649101	.	.	9777	17164	56.962246
chr2	90353778	90354411	.	.	3080	5478	56.2249
chr2	91744979	91745039	.	.	1889	3494	54.064106
chr2	91748932	91748945	.	.	1787	3444	51.88734
chr2	91749013	91749034	.	.	2119	4159	50.949745
chr2	91763589	91763884	.	.	2040	3657	55.78343
chr2	91974627	91974688	.	.	3156	5910	53.401016
chr2	91974704	91974762	.	.	4211	7725	54.511326
chr2	92921386	92921712	.	.	40	66	60.606064
chr2	92926473	92926651	.	.	16	28	57.14286
chr2	92998832	92999330	.	.	39	65	60.000004
chr2	93527805	93528315	.	.	12	20	60.000004
chr2	93571627	93571806	.	.	13	22	59.090908
chr2	93861664	93862003	.	.	5	10	50
chr2	93922292	93922635	.	.	9	14	64.28571
chr2	93999022	93999370	.	.	14	22	63.636364
chr2	94622439	94622526	.	.	3186	5419	58.793133
chr2	94628342	94630607	.	.	2017	3724	54.162193
chr2	94703630	94705121	.	.	2425	3876	62.5645
chr2	94858375	94858429	.	.	2257	4447	50.75332
chr2	95113782	95113859	.	.	2230	4144	53.812744
chr2	95353697	95353775	.	.	2046	3442	59.442184
chr2	96034461	96034540	.	.	2705	5141	52.616222
chr2	96259662	96259947	.	.	2442	4898	49.857086
chr2	96322471	96322582	.	.	2099	4350	48.252876
chr2	96617845	96617961	.	.	2068	3932	52.5941
chr2	96860274	96860285	.	.	1746	3055	57.15221
chr2	96952777	96953176	.	.	2106	3975	52.981133
chr2	96977688	96977883	.	.	2787	4981	55.95262
chr2	97554647	97554712	.	.	1658	3171	52.286346
chr2	97691801	97691875	.	.	2312	3740	61.818184
chr2	97761183	97761493	.	.	8838	15488	57.06353
chr2	98280569	98280679	.	.	2307	3959	58.27229
chr2	98445947	98446218	.	.	2504	4310	58.097446
chr2	99275769	99276123	.	.	2571	4664	55.124355
chr2	100470912	100470994	.	.	2004	3385	59.202362
chr2	101309766	101309936	.	.	3412	5855	58.27498
chr2	101703866	101703963	.	.	2319	3926	59.067757
chr2	103292911	103293084	.	.	2011	3605	55.783634
chr2	105119176	105119218	.	.	2619	4549	57.573093
chr2	105237071	105237166	.	.	4701	8964	52.443104
chr2	105546551	105546844	.	.	2195	3941	55.69652
chr2	105546881	105547016	.	.	2246	3918	57.325165
chr2	106066152	106066391	.	.	3146	6064	51.879948
chr2	106437367	106437498	.	.	2878	5198	55.36745
chr2	106511569	106511640	.	.	1951	3589	54.360546
chr2	106547245	106547346	.	.	2127	3884	54.763134
chr2	106579836	106580162	.	.	3127	6083	51.405556
chr2	106584339	106584439	.	.	3771	6226	60.568584
chr2	108718815	108718869	.	.	2989	5821	51.348568
chr2	109130257	109130298	.	.	1876	3694	50.785057
chr2	109171505	109171541	.	.	2656	5039	52.70887
chr2	109225242	109225397	.	.	1833	3661	50.06829
chr2	109320174	109320256	.	.	2003	3671	54.56279
chr2	109331813	109332180	.	.	3723	6727	55.344135
chr2	109352050	109352408	.	.	1934	3667	52.740658
chr2	109986554	109986634	.	.	694	1185	58.565403
chr2	110384869	110384949	.	.	3036	6019	50.44027
chr2	110858409	110858715	.	.	2057	3250	63.292305
chr2	111148952	111149120	.	.	3089	5751	53.7124
chr2	111162134	111162235	.	.	2393	4191	57.098545
chr2	112784457	112784562	.	.	1626	3462	46.96707
chr2	113273985	113274035	.	.	1989	3471	57.303368
chr2	113694615	113694678	.	.	1983	3396	58.392227
chr2	113979807	113979838	.	.	2259	4011	56.320118
chr2	116186344	116186541	.	.	2053	3356	61.17402
chr2	117803922	117803957	.	.	2746	5453	50.357605
chr2	117859029	117859169	.	.	6784	11526	58.858234
chr2	117859910	117859955	.	.	2797	4413	63.38092
chr2	117860014	117860064	.	.	3956	7285	54.303368
chr2	118310920	118311006	.	.	1953	3576	54.614098
chr2	118809175	118809366	.	.	2006	3543	56.618683
chr2	119292409	119292497	.	.	3287	5641	58.26981
chr2	120302833	120302932	.	.	3181	6363	49.99214
chr2	120303025	120303200	.	.	2220	3872	57.33471
chr2	120580921	120581031	.	.	2040	3615	56.431538
chr2	120597138	120597274	.	.	2230	3654	61.02901
chr2	121199993	121200102	.	.	1843	3714	49.623047
chr2	121237812	121237913	.	.	2466	4574	53.913425
chr2	121890066	121890259	.	.	2727	5124	53.220142
chr2	124265318	124265437	.	.	2238	4035	55.464684
chr2	127059058	127059119	.	.	1844	3226	57.16057
chr2	127081382	127081497	.	.	2477	4351	56.92944
chr2	127128630	127128833	.	.	2129	3894	54.673855
chr2	127197869	127198057	.	.	3479	6479	53.69656
chr2	127681258	127681342	.	.	2050	3748	54.69584
chr2	127681545	127681718	.	.	3724	6659	55.924313
chr2	127695547	127695571	.	.	1927	3406	56.576626
chr2	127695600	127695672	.	.	3306	5979	55.29353
chr2	128233936	128234184	.	.	3166	5393	58.70573
chr2	128346948	128347137	.	.	4847	8334	58.159344
chr2	128372717	128372848	.	.	2222	3829	58.03082
chr2	128372968	128373192	.	.	4022	7380	54.498642
chr2	128901634	128901810	.	.	5495	9967	55.131935
chr2	129587512	129587567	.	.	3969	6617	59.981865
chr2	129587613	129587655	.	.	2713	4462	60.80233
chr2	129993344	129993443	.	.	2117	4441	47.669445
chr2	130036982	130037130	.	.	5656	10338	54.710777
chr2	130037152	130037241	.	.	4242	7226	58.70468
chr2	130037318	130037382	.	.	2584	4116	62.779396
chr2	130037590	130038195	.	.	18575	34117	54.445
chr2	130229390	130229422	.	.	2154	4134	52.104496
chr2	130251996	130252077	.	.	3225	5992	53.821762
chr2	130337232	130337339	.	.	3149	5841	53.912003
chr2	130596950	130597196	.	.	4031	7187	56.08738
chr2	131039796	131039826	.	.	2146	3999	53.663414
chr2	131300185	131300269	.	.	4266	7387	57.7501
chr2	131424766	131424812	.	.	3555	6289	56.527267
chr2	131646711	131646751	.	.	2770	5112	54.18623
chr2	131647365	131647405	.	.	1899	3485	54.490673
chr2	131672379	131672451	.	.	2077	3782	54.918034
chr2	131801697	131801735	.	.	2318	4069	56.96731
chr2	131829505	131829548	.	.	2636	5192	50.770412
chr2	131830115	131830256	.	.	4213	7596	55.4634
chr2	132256447	132256473	.	.	1766	3511	50.29906
chr2	132347507	132347570	.	.	2055	4125	49.818184
chr2	133168750	133169278	.	.	2338	3796	61.59115
chr2	133976482	133977368	.	.	2058	3467	59.359676
chr2	134803526	134803741	.	.	3102	5583	55.561523
chr2	136119848	136120031	.	.	3277	5931	55.252064
chr2	136324208	136324854	.	.	1951	3401	57.365482
chr2	136327384	136327765	.	.	3315	6038	54.902287
chr2	139410979	139411153	.	.	3325	6215	53.499596
chr2	143026688	143026763	.	.	2300	3990	57.64411
chr2	144183984	144184012	.	.	1790	3309	54.094894
chr2	144513637	144513740	.	.	2863	5189	55.17441
chr2	149320498	149320581	.	.	4785	7798	61.361885
chr2	150425474	150425518	.	.	1618	3348	48.32736
chr2	156254894	156255000	.	.	2578	4616	55.84922
chr2	156326556	156326797	.	.	1812	3460	52.36994
chr2	157439205	157439350	.	.	2623	4810	54.532223
chr2	158191350	158191746	.	.	2308	3694	62.4797
chr2	160517132	160517236	.	.	2042	3749	54.467857
chr2	161999506	161999638	.	.	1724	3305	52.163387
chr2	163026332	163026430	.	.	3676	6402	57.419556
chr2	163348276	163348332	.	.	2455	4322	56.802402
chr2	163465078	163465603	.	.	2072	3598	57.587547
chr2	165469659	165469814	.	.	2364	4245	55.68905
chr2	166494181	166494255	.	.	1934	3419	56.56625
chr2	168913186	168913355	.	.	1981	4192	47.25668
chr2	169361099	169361204	.	.	1855	3698	50.16225
chr2	169371473	169372169	.	.	2087	3648	57.20943
chr2	169768323	169768355	.	.	1983	3829	51.78898
chr2	171432676	171433123	.	.	1844	3294	55.980568
chr2	171433278	171433392	.	.	1909	3570	53.47339
chr2	172107193	172107229	.	.	1702	3538	48.106274
chr2	172504653	172504809	.	.	2112	3762	56.14035
chr2	172514389	172514613	.	.	3581	7001	51.149834
chr2	172674347	172674534	.	.	2681	4477	59.88385
chr2	174036189	174036377	.	.	1854	3482	53.245266
chr2	174594439	174594978	.	.	1916	3419	56.03978
chr2	174771960	174772324	.	.	2342	4285	54.655777
chr2	177785415	177785578	.	.	3017	5227	57.719536
chr2	177906179	177906234	.	.	2192	4217	51.98008
chr2	181673461	181675332	.	.	2512	4461	56.31024
chr2	190761476	190761623	.	.	1993	3912	50.94581
chr2	192193560	192193717	.	.	2096	3613	58.01273
chr2	197435947	197436052	.	.	2076	3501	59.29734
chr2	200125081	200125251	.	.	2098	3754	55.887054
chr2	201933810	201934053	.	.	1905	3532	53.93545
chr2	203013661	203013833	.	.	2773	4782	57.988293
chr2	203535980	203536092	.	.	2162	4089	52.873566
chr2	205684856	205684884	.	.	2282	4061	56.193054
chr2	205763729	205763801	.	.	2102	4137	50.809765
chr2	205763814	205763968	.	.	3611	7224	49.986156
chr2	206250118	206250240	.	.	2914	6345	45.925926
chr2	206250345	206252504	.	.	32344	63116	51.245327
chr2	206252547	206253738	.	.	13824	25673	53.846455
chr2	206254227	206254314	.	.	2297	4264	53.869606
chr2	206256279	206256490	.	.	3172	6405	49.52381
chr2	206257410	206257506	.	.	2282	3975	57.408802
chr2	206257577	206257639	.	.	2903	4843	59.942184
chr2	206257800	206258081	.	.	4354	8109	53.693424
chr2	206258595	206259373	.	.	6239	10709	58.25941
chr2	206260649	206261064	.	.	1971	3816	51.65094
chr2	206262501	206262874	.	.	2250	3946	57.019764
chr2	206263787	206264112	.	.	4399	7545	58.303513
chr2	206264204	206264458	.	.	5776	11022	52.404285
chr2	206264535	206264911	.	.	4287	7724	55.50233
chr2	206265043	206265333	.	.	3846	6884	55.86868
chr2	206266731	206268137	.	.	11376	20541	55.38192
chr2	206268183	206268361	.	.	4974	8294	59.971066
chr2	206269814	206270167	.	.	3325	5499	60.465538
chr2	206270830	206271479	.	.	2838	5019	56.545128
chr2	206272372	206272728	.	.	3585	6064	59.119392
chr2	206273401	206274002	.	.	4387	8150	53.82822
chr2	206276642	206277033	.	.	2300	4200	54.761906
chr2	208052894	208053043	.	.	2627	4672	56.228596
chr2	208100622	208100739	.	.	2140	3800	56.315792
chr2	216636262	216636402	.	.	1874	3652	51.314346
chr2	217064269	217064473	.	.	1774	3636	48.78988
chr2	217610640	217610859	.	.	2895	5593	51.76113
chr2	217912325	217912365	.	.	1805	3278	55.064064
chr2	218020897	218020985	.	.	1770	3269	54.144997
chr2	218855126	218855365	.	.	2038	3743	54.4483
chr2	219200575	219200641	.	.	2010	3456	58.15972
chr2	219207773	219207962	.	.	3292	5933	55.486263
chr2	219243459	219243615	.	.	4910	8810	55.732124
chr2	219243773	219243872	.	.	2059	3598	57.226234
chr2	219453254	219453370	.	.	2161	4092	52.81036
chr2	219527011	219527269	.	.	2292	3988	57.47242
chr2	219570325	219570346	.	.	2910	5087	57.20464
chr2	221569501	221569583	.	.	1764	3567	49.45332
chr2	221850340	221850687	.	.	2732	4716	57.93045
chr2	222320945	222321033	.	.	2062	3898	52.89892
chr2	227827353	227827759	.	.	2110	4126	51.139114
chr2	230849922	230849990	.	.	2032	3555	57.158928
chr2	230990136	230990199	.	.	2041	3559	57.347572
chr2	230990418	230990523	.	.	1831	3657	50.06836
chr2	230990568	230990611	.	.	2279	4275	53.30994
chr2	230990768	230990811	.	.	2701	4516	59.809566
chr2	230990934	230990948	.	.	1800	3439	52.3408
chr2	230991024	230991062	.	.	2368	4233	55.941414
chr2	230991101	230991145	.	.	2282	4035	56.55514
chr2	231962457	231962503	.	.	2246	4041	55.5803
chr2	232386273	232386463	.	.	2650	4893	54.159004
chr2	232386674	232386846	.	.	9197	17371	52.944565
chr2	232386892	232386922	.	.	2452	4168	58.829178
chr2	232432586	232432736	.	.	1868	3763	49.641243
chr2	232458937	232458953	.	.	2010	3470	57.925068
chr2	232459045	232459091	.	.	3325	6243	53.25965
chr2	232606608	232606661	.	.	2038	3645	55.91221
chr2	232871483	232871536	.	.	1746	3411	51.187336
chr2	233233159	233233362	.	.	3483	6417	54.2777
chr2	233917213	233917501	.	.	1909	3641	52.430653
chr2	234218676	234218691	.	.	2280	3968	57.459675
chr2	234292327	234292710	.	.	3528	7212	48.91847
chr2	234500500	234500511	.	.	1814	3556	51.012375
chr2	234888548	234888644	.	.	4429	7132	62.10039
chr2	234888672	234888706	.	.	2208	3616	61.061947
chr2	235505360	235505643	.	.	1920	3479	55.188274
chr2	235864423	235864526	.	.	4004	7586	52.78144
chr2	236214671	236214691	.	.	2544	4229	60.156067
chr2	236214733	236214777	.	.	3532	6404	55.15303
chr2	237156455	237156572	.	.	4187	8935	46.86066
chr2	237156606	237156667	.	.	1862	3831	48.6035
chr2	237290441	237290546	.	.	2571	4484	57.3372
chr2	237432899	237432934	.	.	2128	3724	57.14286
chr2	237507618	237507918	.	.	3208	5561	57.687466
chr2	237626945	237627013	.	.	2263	4297	52.66465
chr2	237906096	237906396	.	.	4458	8075	55.20743
chr2	238098595	238098652	.	.	2144	3375	63.52593
chr2	238523631	238523704	.	.	3059	5861	52.192463
chr2	238895652	238895711	.	.	1854	3188	58.155586
chr2	238986088	238986159	.	.	1963	3331	58.931248
chr2	239154495	239154583	.	.	1805	3274	55.13134
chr2	239192684	239192770	.	.	2100	3750	56
chr2	239239895	239239951	.	.	1896	3648	51.973682
chr2	239283705	239283778	.	.	3417	6205	55.068493
chr2	239289111	239289464	.	.	1852	3486	53.126793
chr2	239445044	239445223	.	.	2659	5269	50.46498
chr2	239738133	239738333	.	.	5135	8821	58.213352
chr2	239752316	239752425	.	.	1684	2957	56.949608
chr2	239938895	239938953	.	.	2454	4021	61.029594
chr2	239978535	239978721	.	.	1859	3391	54.821587
chr2	240194484	240194692	.	.	2267	4457	50.863808
chr2	240390143	240390369	.	.	2471	4261	57.99108
chr2	240672460	240672505	.	.	2400	4245	56.5371
chr2	240672573	240672591	.	.	1870	3517	53.17032
chr2	240740086	240740190	.	.	2913	4970	58.611668
chr2	240926780	240926835	.	.	2284	3924	58.205914
chr2	241088783	241088908	.	.	2008	3673	54.66921
chr2	241224252	241224344	.	.	1867	3598	51.88994
chr2	241355460	241355527	.	.	2419	4419	54.740894
chr2	241765473	241765874	.	.	1758	3016	58.289124
chr2	241767023	241767274	.	.	1299	2243	57.913506
chr2	241803105	241803197	.	.	2270	4230	53.664303
chr2	241806106	241806559	.	.	2306	4302	53.602974
chr2	241853891	241853984	.	.	2015	3901	51.65342
chr2	241859808	241859915	.	.	2769	4321	64.08239
chr2	241871346	241871507	.	.	3098	5111	60.61436
chr2	241901874	241902013	.	.	4053	6492	62.430687
chr2	241902089	241902292	.	.	4798	7979	60.13285
chr2	241902319	241902486	.	.	10595	17612	60.15785
chr2	242066585	242066656	.	.	1881	3694	50.92041
chr3	536076	536143	.	.	5577	11487	48.550533
chr3	536277	536409	.	.	2648	4677	56.617493
